time_years,temperature_K,cold_trap_factor,olr_W_m2,H2_flux_m-2_s-1,crossover_mass_kg_per_particle,crossover_mass_amu,atomic_N_photolysis_fraction,N_drag_active,Ar36_drag_active,Rayleigh_active,water_kg,D_H,N_kg,Ar36_kg
0.0,2800.0,0.05000000065485749,280.0,3.7115993076129006e+20,7.500375248412806e-22,451682.9012497625,0.6096948773246815,1,1,1,3.746623376245471e+22,0.00014683499515490944,2.35e+21,5000000000000000.0
100.10010010010011,2797.4219963037053,0.05000000067195924,280.0,3.693069144961945e+20,7.498648231584523e-22,451578.8979238394,0.6086246225971262,1,1,1,3.746617386303417e+22,0.0001468350186302844,2.3456787236093113e+21,4999455803690168.0
200.20020020020021,2794.8439926074107,0.0500000006895076,280.0,3.6746314941635396e+20,7.496920020675861e-22,451474.8226887555,0.607556213953666,1,1,1,3.7466114083412433e+22,0.0001468350420587498,2.341357652683658e+21,4998908936386099.0
300.3003003003003,2792.265988911116,0.05000000070751424,280.0,3.656285893352183e+20,7.495190613758637e-22,451370.675428393,0.6064896479309433,1,1,1,3.74660544233499e+22,0.00014683506544039925,2.3370368058962807e+21,4998359385278332.0
400.40040040040043,2789.6879852148213,0.050000000725991124,280.0,3.6380318829682373e+20,7.493460008899769e-22,451266.456026339,0.6054249210696768,1,1,1,3.7465994882607458e+22,0.00014683508877532626,2.3327162018984045e+21,4997807137498995.0
500.50050050050055,2787.1099815185266,0.05000000074495054,280.0,3.6198690057464185e+20,7.491728204161272e-22,451162.1643658854,0.6043620299146379,1,1,1,3.746593546094646e+22,0.0001468351120636241,2.3283958593189768e+21,4997252180121569.0
600.6006006006006,2784.531977822232,0.050000000764405084,280.0,3.601796806704336e+20,7.489995197600215e-22,451057.8003300261,0.6033009710146267,1,1,1,3.7465876158128746e+22,0.00014683513530538587,2.3240757967644047e+21,4996694500160653.0
700.7007007007007,2781.9539741259373,0.05000000078436769,280.0,3.583814833131104e+20,7.488260987268727e-22,450953.36380145774,0.6022417409224471,1,1,1,3.746581697391663e+22,0.00014683515850070448,2.3197560328182967e+21,4996134084571725.0
800.8008008008009,2779.3759704296426,0.05000000080485162,280.0,3.565922634575991e+20,7.486525571213965e-22,450848.85466257756,0.6011843361948833,1,1,1,3.74657579080729e+22,0.00014683518164967268,2.3154365860412035e+21,4995570920250907.0
900.900900900901,2776.797966733348,0.05000000082587049,280.0,3.548119762837147e+20,7.484788947478115e-22,450744.2727954831,0.6001287533926752,1,1,1,3.7465698960360815e+22,0.00014683520475238294,2.3111174749703627e+21,4995004994034724.0
1001.0010010010011,2774.2199630370533,0.05000000084743828,280.0,3.5304057719503644e+20,7.483051114098349e-22,450639.61808197026,0.5990749890804937,1,1,1,3.7465640130544117e+22,0.00014683522780892767,2.3067987181194447e+21,4994436292699869.0
1101.1011011011012,2771.6419593407586,0.050000000869569315,280.0,3.512780218177916e+20,7.481312069106831e-22,450534.89040353324,0.5980230398269163,1,1,1,3.7465581418387016e+22,0.00014683525081939902,2.302480333978301e+21,4993864802962961.0
1201.2012012012012,2769.063955644464,0.05000000089227831,280.0,3.495242659997435e+20,7.479571810530685e-22,450430.0896413628,0.5969729022044026,1,1,1,3.746552282365419e+22,0.000146835273783889,2.2981623410127135e+21,4993290511480306.0
1301.3013013013015,2766.4859519481693,0.05000000091558035,280.0,3.4777926580908537e+20,7.477830336391983e-22,450325.2156763452,0.595924572789269,1,1,1,3.7465464346110794e+22,0.00014683529670248943,2.293844757664146e+21,4992713404847655.0
