time_years,temperature_K,cold_trap_factor,olr_W_m2,H2_flux_m-2_s-1,crossover_mass_kg_per_particle,crossover_mass_amu,atomic_N_photolysis_fraction,N_drag_active,Ar36_drag_active,Rayleigh_active,water_kg,D_H,N_kg,Ar36_kg
6506.506506506507,2632.4297597408463,0.05000000349860655,280.0,3.3510746650786634e+20,9.231926358441942e-22,555959.2878486481,0.4350555588825052,1,1,1,2.838218248552126e+22,0.0001469390123241726,2.1012866188704054e+21,4958469878312140.0
6606.606606606607,2629.8517560445516,0.05000000358997342,280.0,3.3343444220074256e+20,9.229665272528643e-22,555823.1221487373,0.4342897171939338,1,1,1,2.8382129894957993e+22,0.00014693903955116018,2.097452410757075e+21,4957722696390756.0
6706.706706706707,2627.273752348257,0.050000003683726355,280.0,3.317697704688728e+20,9.22740252362261e-22,555686.8563011196,0.43352517816357516,1,1,1,2.8382077409575825e+22,0.00014693906672374912,2.093618345472578e+21,4956971878616359.0
6806.806806806807,2624.6957486519623,0.050000003779927665,280.0,3.301134096120183e+20,9.225138108867134e-22,555550.4901337598,0.43276193918883,1,1,1,2.838202502916439e+22,0.000146939093842048,2.0897844398281358e+21,4956217407867123.0
6906.906906906907,2622.1177449556676,0.05000000387864129,280.0,3.2846531813812843e+20,9.222872025397787e-22,555414.0234741583,0.4319999976689127,1,1,1,2.838197275351375e+22,0.00014693912090616522,2.0859507106178825e+21,4955459266946334.0
7007.007007007008,2619.539741259373,0.050000003979932844,280.0,3.268254547623019e+20,9.220604270342387e-22,555277.4561493482,0.43123935100482574,1,1,1,2.838192058241438e+22,0.00014693914791620883,2.0821171746186411e+21,4954697438582123.0
7107.107107107107,2616.9617375630783,0.050000004083869655,280.0,3.251937784057523e+20,9.218334840820982e-22,555140.7879858951,0.43047999659933256,1,1,1,2.838186851565718e+22,0.00014693917487228688,2.0782838485897002e+21,4953931905427194.0
7207.207207207208,2614.3837338667836,0.05000000419052079,280.0,3.235702481947789e+20,9.216063733945806e-22,555004.0188098935,0.42972193185693214,1,1,1,2.838181655303347e+22,0.00014693920177450697,2.0744507492725933e+21,4953162650058557.0
7307.307307307307,2611.805730170489,0.05000000429995714,280.0,3.219548234597433e+20,9.213790946821269e-22,554867.1484469672,0.4289651541838316,1,1,1,2.8381764694334975e+22,0.0001469392286229767,2.070617893390879e+21,4952389654977257.0
7407.407407407408,2609.2277264741942,0.050000004412251456,280.0,3.203474637340498e+20,9.211516476543913e-22,554730.1767222658,0.42820966098792007,1,1,1,2.8381712939353847e+22,0.0001469392554178033,2.0667852976499238e+21,4951612902608105.0
7507.507507507508,2606.6497227778996,0.05000000452747835,280.0,3.1874812875313263e+20,9.209240320202385e-22,554593.1034604637,0.4274554496787418,1,1,1,2.8381661287882655e+22,0.00014693928215909382,2.062952978736686e+21,4950832375299406.0
7607.607607607608,2604.071719081605,0.050000004645714434,280.0,3.171567784534469e+20,9.206962474877424e-22,554455.9284857591,0.4267025176674687,1,1,1,2.8381609739714378e+22,0.00014693930884695516,2.0591209533195024e+21,4950048055322691.0
7707.707707707708,2601.49371538531,0.05000000476703827,280.0,3.155733729714647e+20,9.204682937641806e-22,554318.6516218703,0.4259508623668738,1,1,1,2.8381558294642407e+22,0.00014693933548149397,2.055289238047875e+21,4949259924872443.0
7807.807807807809,2598.9157116890156,0.0500000048915305,280.0,3.1399787264267715e+20,9.202401705560327e-22,554181.2726920355,0.4252004811913039,1,1,1,2.8381506952460556e+22,0.00014693936206281661,2.0514578495522608e+21,4948467966065829.0
7907.907907907908,2596.337707992721,0.05000000501927388,280.0,3.124302380006002e+20,9.200118775689785e-22,554043.791519011,0.4244513715566514,1,1,1,2.838145571296304e+22,0.0001469393885910294,2.047626804443865e+21,4947672160942426.0
8008.008008008009,2593.759704296426,0.0500000051503533,280.0,3.108704297757864e+20,9.19783414507892e-22,553906.2079250677,0.4237035308803282,1,1,1,2.838140457594449e+22,0.00014693941506623828,2.0437961193144317e+21,4946872491463951.0
8108.108108108108,2591.1817006001315,0.05000000528485589,280.0,3.0931840889484096e+20,9.19554781076842e-22,553768.521731992,0.4229569565812363,1,1,1,2.838135354119995e+22,0.0001469394414885491,2.039965810736041e+21,4946068939513989.0
8208.208208208209,2588.603696903837,0.050000005422871044,280.0,3.077741364794431e+20,9.193259769790857e-22,553630.7327610812,0.42221164607974127,1,1,1,2.838130260852487e+22,0.00014693946785806738,2.0361358952609048e+21,4945261486897720.0
8308.30830830831,2586.025693207542,0.05000000556449049,280.0,3.0623757384537224e+20,9.190970019170691e-22,553492.8408331441,0.42146759679764345,1,1,1,2.8381251777715117e+22,0.00014693949417489858,2.032306389421166e+21,4944450115341648.0
8408.40840840841,2583.4476895112475,0.050000005709808365,280.0,3.047086825015385e+20,9.18867855592421e-22,553354.8457684976,0.42072480615815,1,1,1,2.838120104856696e+22,0.00014693952043914776,2.0284773097286992e+21,4943634806493327.0
8508.508508508508,2580.869685814953,0.05000000585892124,280.0,3.03187424149019e+20,9.186385377059511e-22,553216.7473869652,0.4199832715858466,1,1,1,2.8381150420877068e+22,0.00014693954665092,2.0246486726749135e+21,4942815541921088.0
8608.608608608609,2578.291682118658,0.050000006011928236,280.0,3.0167376068009814e+20,9.18409047957647e-22,553078.5455078752,0.41924299050666874,1,1,1,2.8381099894442532e+22,0.00014693957281031997,2.0208204947305558e+21,4941992303113768.0
8708.70870870871,2575.7136784223635,0.05000000616893104,280.0,3.0016765417731326e+20,9.181793860466712e-22,552940.2399500591,0.4185039603478736,1,1,1,2.8381049469060843e+22,0.00014693959891745224,2.0169927923455188e+21,4941165071480435.0
