time_years,temperature_K,cold_trap_factor,olr_W_m2,H2_flux_m-2_s-1,crossover_mass_kg_per_particle,crossover_mass_amu,atomic_N_photolysis_fraction,N_drag_active,Ar36_drag_active,Rayleigh_active,water_kg,D_H,N_kg,Ar36_kg
54954.954954954956,1384.6759707342114,0.0509169794359908,280.0,2.9726201239099654e+19,7.862134096131473e-22,473468.51603282505,0.20383528159182066,1,1,1,2.8365866398221125e+22,0.00014694746209046062,2.4410647802830242e+20,3880084899581161.5
55055.05505505506,1382.0979670379165,0.0509409004627252,280.0,2.957779315452388e+19,7.858472103844274e-22,473247.9858265548,0.20321356274326563,1,1,1,2.836584646123072e+22,0.00014694747241868832,2.4204815044753208e+20,3874812026401834.5
55155.15515515516,1379.5199633416219,0.05096544481332863,280.0,2.943012599743463e+19,7.854804984979199e-22,473027.1468907223,0.20259135282335766,1,1,1,2.8365826564628857e+22,0.00014694748272600096,2.399995056541259e+20,3869519898189781.5
55255.25525525526,1376.9419596453272,0.05099062869320081,280.0,2.928319606875078e+19,7.851132722758799e-22,472805.99821496615,0.20196864962289543,1,1,1,2.836580670834711e+22,0.00014694749301243397,2.3796055953290907e+20,3864208480897510.5
55355.35535535536,1374.3639559490325,0.05101646872710491,280.0,2.9136999687858926e+19,7.847455300319169e-22,472584.53878371906,0.20134545104255408,1,1,1,2.836578689231749e+22,0.00014694750327802247,2.3593132779937146e+20,3858877740800196.0
55455.455455455456,1371.7859522527378,0.051042981969916704,280.0,2.899153319252107e+19,7.843772700709366e-22,472362.76757617196,0.2007217550946265,1,1,1,2.836576711647244e+22,0.00014694751352280146,2.3391182599517946e+20,3853527644500462.0
55555.55555555556,1369.207948556443,0.0510701859176438,280.0,2.884679293878297e+19,7.840084906890772e-22,472140.6835662358,0.20009755990476943,1,1,1,2.8365747380744853e+22,0.00014694752374680558,2.3190206948363374e+20,3848158158933200.5
55655.65565565566,1366.6299448601483,0.051098098518721394,280.0,2.8702775300882862e+19,7.836391901736492e-22,471918.2857225055,0.19947286371375395,1,1,1,2.836572768506807e+22,0.0001469475339500694,2.2990207344507345e+20,3842769251370422.5
55755.75575575576,1364.0519411638536,0.05112673818559131,280.0,2.8559476671160558e+19,7.83269366803071e-22,471695.5730082208,0.1988476648792193,1,1,1,2.836570802937589e+22,0.0001469475441326271,2.2791185287222536e+20,3837360889426141.5
55855.85585585586,1361.473937467559,0.05115612380657084,280.0,2.8416893459967136e+19,7.828990188468077e-22,471472.54438123,0.19822196187742974,1,1,1,2.8365688413602577e+22,0.0001469475542945128,2.2593142256550088e+20,3831933041061292.5
55955.95595595596,1358.8959337712643,0.051186274758018666,280.0,2.8275022095574966e+19,7.825281445653065e-22,471249.1987939505,0.19759575330503462,1,1,1,2.8365668837682875e+22,0.00014694756443576007,2.2396079712823938e+20,3826485674588683.5
56056.05605605606,1356.3179300749694,0.051217210916804555,280.0,2.81338590240883e+19,7.821567422099324e-22,471025.5351933301,0.19696903788082973,1,1,1,2.8365649301551998e+22,0.0001469475745564026,2.2199999096189898e+20,3821018758677979.0
56156.15615615616,1353.7399263786747,0.05124895267309036,280.0,2.799340070935424e+19,7.817848100229043e-22,470801.55252080905,0.19634181444752088,1,1,1,2.8365629805145646e+22,0.00014694758465647354,2.2004901826119572e+20,3815532262360719.5
56256.25625625626,1351.16192268238,0.05128152094342953,280.0,2.78536436328741e+19,7.814123462372281e-22,470577.24971227924,0.19571408197348752,1,1,1,2.836561034840002e+22,0.00014694759473600597,2.1810789300918993e+20,3810026155035371.5
56356.35635635636,1348.5839189860853,0.05131493718419264,280.0,2.771458429371531e+19,7.810393490766334e-22,470352.6256980461,0.19508583955454778,1,1,1,2.8365590931251816e+22,0.0001469476047950326,2.161766289723228e+20,3804500406472413.0
56456.45645645646,1346.0059152897907,0.051349223405326674,280.0,2.7576219208423694e+19,7.806658167555028e-22,470127.6794027863,0.19445708641572187,1,1,1,2.8365571553638245e+22,0.00014694761483358593,2.1425523969540194e+20,3798954986819451.0
56556.55655655656,1343.4279115934958,0.05138440218445598,280.0,2.7438544910936236e+19,7.802917474788093e-22,469902.4097455101,0.19382782191299608,1,1,1,2.836555221549703e+22,0.00014694762485169816,2.1234373849653667e+20,3793389866606372.0
56656.65665665666,1340.849907897201,0.05142049668133261,280.0,2.7301557952494273e+19,7.799171394420453e-22,469676.815639518,0.19319804553508438,1,1,1,2.836553291676642e+22,0.00014694763484940124,2.1044213846202548e+20,3787805016750529.5
56756.75675675676,1338.2719042009064,0.05145753065264456,280.0,2.7165254901557027e+19,7.795419908311552e-22,469450.89599236107,0.1925677569051877,1,1,1,2.8365513657385205e+22,0.00014694764482672682,2.0855045244119312e+20,3782200408561957.5
56856.85685685686,1335.6939005046117,0.05149552846718992,280.0,2.702963234371571e+19,7.791662998224674e-22,469224.649705799,0.19193695578275113,1,1,1,2.836549443729271e+22,0.00014694765478370631,2.0666869304118175e+20,3776576013748623.5
56956.95695695696,1333.115896808317,0.051534515121425574,280.0,2.6894686881607987e+19,7.787900645826225e-22,468998.0756757576,0.19130564206521708,1,1,1,2.836547525642882e+22,0.00014694766472037084,2.047968726216944e+20,3770931804421712.0
57057.05705705706,1330.5378931120222,0.05157451625539909,280.0,2.6760415134832796e+19,7.784132832685051e-22,468771.1727922875,0.19067381578977435,1,1,1,2.8365456114733967e+22,0.00014694767463675111,2.0293500328969244e+20,3765267753100941.5
57157.15715715716,1327.9598894157275,0.051615558169072505,280.0,2.662681373986582e+19,7.780359540271715e-22,468543.9399395206,0.19004147713510283,1,1,1,2.8365437012149168e+22,0.00014694768453287776,2.0108309689404896e+20,3759583832719914.0
57257.25725725726,1325.3818857194328,0.051657667839047114,280.0,2.6493879349975085e+19,7.776580749957791e-22,468316.3759956274,0.1894086264231118,1,1,1,2.8365417948616015e+22,0.00014694769440878094,1.992411650201563e+20,3753880016631497.5
57357.35735735736,1322.8038820231382,0.05170087293569833,280.0,2.636160863513718e+19,7.77279644301513e-22,468088.47983277304,0.18877526412067266,1,1,1,2.8365398924076685e+22,0.00014694770426449053,1.974092189844922e+20,3748156278613242.0
57457.45745745746,1320.2258783268435,0.05174520184072993,280.0,2.622999828195386e+19,7.769006600615134e-22,467860.25031707366,0.18814139084134435,1,1,1,2.8365379938473956e+22,0.00014694771410003618,1.9558726982914323e+20,3742412592872827.5
57557.557557557564,1317.6478746305486,0.05179068366515725,280.0,2.609904499356899e+19,7.765211203828037e-22,467631.68630855245,0.18750700734709083,1,1,1,2.8365360991751218e+22,0.00014694772391544717,1.9377532831628722e+20,3736648934053544.5
57657.65765765766,1315.069870934254,0.051837348267728914,280.0,2.5968745489586037e+19,7.761410233622134e-22,467402.78666109423,0.1868721145499907,1,1,1,2.8365342083852483e+22,0.00014694773371075245,1.9197340492263686e+20,3730865277239809.0
57757.75775775776,1312.4918672379592,0.05188522627379695,280.0,2.583909650598581e+19,7.757603670863046e-22,467173.5502224003,0.18623671351393653,1,1,1,2.836532321472239e+22,0.00014694774348598065,1.9018150983384357e+20,3725061597962707.0
57857.85785785786,1309.9138635416646,0.05193434909464534,280.0,2.571009479504477e+19,7.753791496312971e-22,466943.9758339438,0.18560080545632482,1,1,1,2.8365304384306215e+22,0.0001469477532411601,1.8839965293886544e+20,3719237872205573.5
57957.95795795796,1307.33585984537,0.05198474894728712,280.0,2.5581737125253628e+19,7.749973690629902e-22,466714.06233092264,0.1849643917497349,1,1,1,2.83652855925499e+22,0.0001469477629763187,1.8662784382429885e+20,3713394076409603.5
58058.058058058064,1304.757856149075,0.052036458874740496,280.0,2.545402028123636e+19,7.746150234366869e-22,466483.80854221334,0.18432747392359583,1,1,1,2.8365266839400035e+22,0.00014694777269148415,1.8486609176867576e+20,3707530187479493.5
58158.15815815816,1302.1798524527803,0.0520895127667943,280.0,2.53269410636698e+19,7.742321107971158e-22,466253.2132903247,0.1836900536658415,1,1,1,2.8365248124803904e+22,0.00014694778238668368,1.831144057367287e+20,3701646182789119.0
58258.25825825826,1299.6018487564857,0.05214394538127375,280.0,2.5200496289203347e+19,7.738486291783526e-22,466022.2753913502,0.18305213282455143,1,1,1,2.8365229448709466e+22,0.00014694779206194422,1.8137279437362315e+20,3695742040187239.0
58358.35835835836,1297.023845060191,0.05219979236581721,280.0,2.5074682790379287e+19,7.734645766037394e-22,465790.9936549191,0.18241371340957804,1,1,1,2.8365210811065384e+22,0.00014694780171729227,1.7964126599916175e+20,3689817738003236.0
58458.45845845846,1294.4458413638963,0.05225709028017501,280.0,2.494949741555346e+19,7.730799510858071e-22,465559.36688415037,0.18177479759415852,1,1,1,2.8365192211821035e+22,0.0001469478113527541,1.779198286019594e+20,3683873255052886.0
58558.558558558565,1291.8678376676014,0.0523158766190416,280.0,2.4824937028816245e+19,7.726947506261936e-22,465327.3938756029,0.18113538771651072,1,1,1,2.8365173650926525e+22,0.00014694782096835545,1.7620848983359232e+20,3677908570644159.5
58658.65865865866,1289.2898339713067,0.05237618983543239,280.0,2.470099850991412e+19,7.723089732155605e-22,465095.0734192254,0.18049548628141293,1,1,1,2.8365155128332696e+22,0.00014694783056412177,1.7450725700272308e+20,3671923664583058.0
58758.75875875876,1286.711830275012,0.05243806936461687,280.0,2.4577678754171388e+19,7.719226168335133e-22,464862.4042983086,0.17985509596176472,1,1,1,2.836513664399114e+22,0.0001469478401400781,1.7281613706920188e+20,3665918517179474.0
58858.85885885886,1284.1338265787174,0.05250155564861962,280.0,2.4454974672412455e+19,7.715356794485168e-22,464629.38528943405,0.1792142196001301,1,1,1,2.8365118197854227e+22,0.00014694784969624904,1.7113513663814818e+20,3659893109253090.0
58958.95895895896,1281.5558228824227,0.052566690161301215,280.0,2.4332883190884454e+19,7.711481590178117e-22,464396.0151624241,0.1785728602102609,1,1,1,2.836509978987509e+22,0.00014694785923265885,1.69464261954013e+20,3653847422139304.0
59059.059059059065,1278.9778191861278,0.052633515434030984,280.0,2.4211401251180184e+19,7.707600534873296e-22,464162.29268029047,0.1779310209785994,1,1,1,2.8365081420007672e+22,0.00014694786874933137,1.6780351889462457e+20,3647781437695187.0
59159.159159159164,1276.3998154898331,0.05270207508196377,280.0,2.4090525810161623e+19,7.703713607916074e-22,463928.21659918304,0.17728870526576043,1,1,1,2.836506308820672e+22,0.00014694787824628993,1.6615291296522014e+20,3641695138305471.0
59259.25925925926,1273.8218117935385,0.05277241383093327,280.0,2.3970253839883543e+19,7.6998207885370135e-22,463693.78566833766,0.1766459166079898,1,1,1,2.8365044794427812e+22,0.00014694788772355761,1.6451244929246406e+20,3635588506888566.5
59359.35935935936,1271.2438080972438,0.05284457754497407,280.0,2.385058232751779e+19,7.695922055850995e-22,463458.9986300237,0.17600265871860074,1,1,1,2.8365026538627357e+22,0.00014694789718115684,1.6288213261845715e+20,3629461526902611.5
59459.45945945946,1268.6658044009491,0.052918613254485374,280.0,2.373150827527773e+19,7.692017388856341e-22,463223.85421949136,0.17535893548938541,1,1,1,2.8365008320762623e+22,0.00014694790661910984,1.612619672947377e+20,3623314182351550.0
59559.559559559566,1266.0878007046542,0.05299456918504893,280.0,2.3613028700343157e+19,7.688106766433913e-22,462988.351164917,0.17471475099200123,1,1,1,2.836499014079176e+22,0.0001469479160374381,1.5965195727627715e+20,3617146457791240.0
59659.659659659665,1263.5097970083596,0.05307249478691423,280.0,2.3495140634785657e+19,7.6841901673462335e-22,462752.48818735074,0.1740701094793317,1,1,1,2.8364971998673797e+22,0.00014694792543616292,1.580521061154736e+20,3610958338335592.0
