object_id,a_initial_AU,e_initial,i_initial_deg,a_scattered_AU,e_scattered,i_scattered_deg,perihelion_AU,aphelion_AU,v_infinity_km_s,v_esc_mut_km_s,impact_velocity_km_s,focusing_factor,collision_radius_m,encounter_miss_distance_m,contact_angle_deg,inferred_impact_age_Ga,importance_weight
1424,26.636235210192634,0.09866458125208259,2.6342143987490294,1.665750896194799,0.9823292004100229,9.735549881690908,0.029435150253483013,3.302066642136115,63.70184796824508,9.55,64.41372473758531,1.0224751542310382,6442196.786939799,3303039.9373481134,30.845144881083744,4.070278107882914,9.688484469091943e-33
1540,23.385668710445,0.15937311175078495,5.202398491836176,9.18598414902341,0.999999,5.4268395695423575,9.185984149287559e-06,18.37195911206267,34.91694781266941,9.55,36.19938873175457,1.0748056146205618,6604996.142484335,1409767.6497372729,12.323997400554031,4.0533608482912165,9.924248175589738e-35
2493,36.66267838677942,0.11676274080498589,3.173345848370366,6.406198529967771,0.8787390855140234,28.497752292451455,0.7768214921226112,12.03557556781293,26.639013012485208,9.55,28.29910801207975,1.1285199308446687,6768029.1706175385,3871143.4897289905,34.888063704947925,4.009446931988974,0.011275292805142546
2945,23.657863961200814,0.23845851915687188,0.13373557381948997,5.217241113768725,0.809369895762136,16.940168871701587,0.9945632173518015,9.439919010185648,33.70876389721368,9.55,35.035457232325314,1.080264053508073,6621746.757245966,4859740.570583991,47.21486659645057,4.096876411076525,1.0
2990,22.280175690330868,0.22693050910524712,0.1514300577157283,2.8838748216836176,0.999999,12.354239251907359,2.8838748217665454e-06,5.767746759492413,41.05375543783082,9.55,42.149891287513704,1.0541129189846936,6541105.78992962,4915432.771956311,48.71771550376413,4.15081225417636,9.419525067867453e-35
3174,37.83588920698226,0.1332897568320455,0.18047419135758155,2.527268663091873,0.8614679068727796,6.4164183823450065,0.350107817792949,4.704429508390797,36.20587192503339,9.55,37.444193967181626,1.0695742801427066,6588902.492359853,3635280.790867553,33.48562939154246,4.047984300271152,3.7571562827526895e-15
4977,20.721188012943145,0.05264079167438562,2.7072437389428625,13.422247709026864,0.9223399693805805,5.97372314115419,1.0423721680644595,25.80212324998927,16.949424191367445,9.55,19.45470329814649,1.3174657261875027,7312691.765400415,5435819.176781913,48.01674868842866,4.223740492662521,0.32144880616921806
6350,24.588358164848724,0.17447516479317096,7.98315314437321,5.766383841956261,0.9249874950538608,24.020188333495668,0.43255089646608125,11.100216787446442,66.58371311898819,9.55,67.26509758196832,1.0205717255775486,6436197.6318276,4607896.239949459,45.71984116934057,4.066383542818619,1.0307090361090526e-11
7175,22.150135354649734,0.1523369414821452,3.88716771882624,21.841644541321156,0.999999,18.095129235552516,2.1841644541949225e-05,43.683267240997765,41.68551033796817,9.55,42.7654565290358,1.0524851566393811,6536053.447289216,6469325.142220037,81.80582832038728,4.111058082786501,1.1431331366965723e-34
7580,40.81555923634718,0.10289449752748528,5.936801668908602,6.943315468909729,0.999999,15.046893735932521,6.9433154691093886e-06,13.886623994503989,65.94112193246654,9.55,66.62907819947999,1.0209746189239477,6437467.922423757,4482592.704923869,44.13318025019543,4.265878714018448,1.3015020769119657e-35
