object_id,a_initial_AU,e_initial,i_initial_deg,a_scattered_AU,e_scattered,i_scattered_deg,perihelion_AU,aphelion_AU,v_infinity_km_s,v_esc_mut_km_s,impact_velocity_km_s,focusing_factor,collision_radius_m,encounter_miss_distance_m,contact_angle_deg,inferred_impact_age_Ga,importance_weight
127,38.485285349490596,0.11864401408943835,10.401632455340978,2.910325633988187,0.8589514508209045,26.130111602789416,0.41049720831276504,5.410154059663609,60.74632304224686,9.55,61.49242443710453,1.0247153492881405,6449250.200976485,5682220.161778039,61.77131841184549,4.0610875845380665,1.3822802037396482e-12
534,36.311853695026606,0.17772606335480812,9.586752263584653,5.356092616113909,0.9470745276805386,9.20258340937143,0.2834737314946084,10.42871150073321,11.814009158673235,9.55,15.191224848616224,1.6534496606484326,8192248.051499154,3535225.4779140484,25.564888346754355,3.8611256124629088,6.838840014124728e-20
2985,26.122661570236758,0.19800715136785868,7.654084539670758,26.450608446069946,0.999999,12.048988609312527,2.645060844683055e-05,52.90119044153144,64.13587705880404,9.55,64.84298902812876,1.0221719896389792,6441241.658228782,4954327.465726577,50.27826729700016,4.152690519650491,9.122392021641024e-35
4370,38.38914901660696,0.1990894121470754,12.79625764636058,3.631116070170597,0.999999,13.301980005859361,3.631116070275012e-06,7.262228509225123,68.14386641653621,9.55,68.80980330007296,1.0196405298807203,6433260.686223449,4970541.495553044,50.59080997366022,4.022187849052172,7.018565246402927e-35
4795,15.8101632758888,0.18146181015412022,0.7399879263836814,3.8016280389733477,0.7361208720086495,18.55283344174142,1.0031702918717549,6.60008578607494,63.93602167522277,9.55,64.64531976604769,1.0223108195827686,6441679.063511341,2912578.084387825,26.881439328137734,4.18164550471606,0.5692639412113574
5469,20.62392042430343,0.23761300212302253,13.102165822705496,1.7262285376002078,0.5776658410811559,8.281316532178895,0.72904527752909,2.7234117976713255,58.41652339734386,9.55,59.19199866394463,1.02672608403216,6455574.579865157,4486865.044602021,44.03018860792538,4.077611729782919,0.002990376628058584
6333,16.158678661299845,0.16537486157940515,1.849074264655466,47.755054334578844,0.999999,7.3999219265620395,4.775505433595207e-05,95.51006091410335,17.067253089368126,9.55,19.55744431198887,1.3130974177655679,7300558.388584494,2134312.576003938,16.998653070934495,4.024313857832744,9.336083705213765e-35
7595,17.374458499212547,0.0811953845801559,11.409135549173653,6.233756802036907,0.999999,19.957046433097826,6.233756802216163e-06,12.46750737031701,56.578922981333996,9.55,57.37923862973196,1.028490324181643,6461118.558771887,5323377.785689864,55.47809949441099,4.117236611150501,1.1105297037620783e-34
7815,25.12870780216479,0.22060613517906627,4.201974997449852,4.274823165869895,0.8936886717306989,2.6292999158863086,0.4544621288800075,8.095184202859782,48.94723670935406,9.55,49.87017627281397,1.0380671519142182,6491130.335318386,6377603.506411487,79.26846798010338,4.049229331677044,6.357287808671638e-11
8555,23.179610598611223,0.15992588620499357,3.5537791063845647,2.374825374271789,0.810509101415402,1.8693154874281435,0.45000779415226555,4.299642954391312,7.9090691842039575,9.55,12.399833682776743,2.457994863975875,9988449.78505797,3712186.4926074017,21.817284147394965,4.066651423156048,1.1528741593951666e-10
11958,15.667936643195715,0.1278917263133468,8.728022344246291,5.892205951892666,0.823917929304763,9.29937516404243,1.0375118249720603,10.746900078813272,12.179697903612666,9.55,15.47732344506849,1.6147997895372557,8095933.778397201,4963720.42232765,37.814918763767096,4.162519608872919,1.0
12039,34.892750764099056,0.07260936926418282,4.51448867063855,3.015004210681393,0.8235172406762489,17.9206706854653,0.5320962624737805,5.497912158889005,43.17611996349564,9.55,44.21967701263959,1.0489237253788422,6524985.628299098,2733783.121795123,24.76967202481081,3.968149389772335,9.437935371449574e-09
12769,16.83953364072691,0.04509971787568861,3.1012029470214655,11.940604254953216,0.9343110282653556,4.658417587720485,0.7843660153981963,23.096842494508234,12.134065698143699,9.55,15.441439387792432,1.6194326015201512,8107538.9557743715,7003817.506491795,59.75333178546432,4.229985089937799,0.01073224671810146
13398,34.35867124680735,0.1530556554684705,7.342997862030896,7.6081792902007255,0.9306751233947932,19.880386453885325,0.5274360904834552,14.688922489917996,64.3951275622475,9.55,65.09942360542163,1.0219938230925278,6440680.2733518155,4809317.034737328,48.30614141385401,4.050294974617844,2.093625216745101e-08
15388,36.226266991167385,0.15834766301382486,11.54083957201748,15.17532905138697,0.999999,13.35051417865438,1.5175329051823347e-05,30.350642927444888,25.34579185659296,9.55,27.085266563903964,1.1419694876598419,6808239.973522298,3607043.456651361,31.992318886151832,4.054959238282196,1.078550192051077e-34
17054,25.48203743214104,0.015230661782193346,2.523869336929634,5.08633900987616,0.999999,5.012376217947793,5.086339010022421e-06,10.17267293341331,29.8952558089708,9.55,31.383575638919833,1.1020474590161535,6688176.935939112,6048317.465154909,64.73316418317584,4.0920340397835435,1.2116572361104955e-34
17296,27.794353092000527,0.04409276709891267,6.137785161490329,1.869626751814648,0.49659040199176446,4.11216821832338,0.9411880515564552,2.7980654520728407,24.72090829093424,9.55,26.501430277039415,1.1492374762929407,6829870.9055498615,4452528.379061756,40.68650680158889,4.138172332374785,0.7342741864188179
17573,29.613375082214734,0.07501524765933212,6.958401884467035,8.896580749073172,0.9301027285128336,15.093240718727852,0.6218467199254657,17.17131477822088,70.10512072044006,9.55,70.75260031424621,1.0185569783119373,6429841.528974592,5887376.763443946,66.29581908304115,4.157533663087667,1.0376209198447794e-05
18380,43.445404189989404,0.1463673945071725,5.755891641530211,6.436991352754945,0.999999,25.229655999464804,6.436991352940045e-06,12.873976268518536,31.04614904344571,9.55,32.48177751336655,1.0946218134210417,6665606.231808857,5941595.968958001,63.04732211114246,4.099630132623035,1.2097165575391377e-34
19638,40.397763020758916,0.18733227005171896,15.472268264787383,7.650504487145064,0.999999,5.335274601685404,7.650504487365058e-06,15.30100132378564,66.46526351508125,9.55,67.14784995909541,1.0206451138072588,6436429.0377383,4562647.251244376,45.143753867599706,3.999568315697921,5.130421456979739e-35
