time_years,temperature_K,cold_trap_factor,olr_W_m2,H2_flux_m-2_s-1,crossover_mass_kg_per_particle,crossover_mass_amu,atomic_N_photolysis_fraction,N_drag_active,Ar36_drag_active,Rayleigh_active,water_kg,D_H,N_kg,Ar36_kg
0.0,2800.0,0.05000000065485749,280.0,4.639499134516127e+20,9.37546069139441e-22,564603.1225622032,0.6096948773246815,1,1,1,1.3174064038751246e+22,0.00014739336783243034,2.35e+21,5000000000000000.0
100.10010010010011,2798.7109981518524,0.05000000066335326,280.0,4.6163364312024325e+20,9.37438149230139e-22,564538.1317102503,0.6086262044492964,1,1,1,1.3174004139330707e+22,0.00014739343484895142,2.3452414690845443e+21,4999455795426256.0
200.20020020020021,2797.421996303705,0.05000000067195924,280.0,4.5932893677044256e+20,9.373301920359053e-22,564473.1184047993,0.6075593966264615,1,1,1,1.317394435970897e+22,0.00014739350173177367,2.3404828554829318e+21,4998908919812550.0
300.3003003003003,2796.1329944555573,0.05000000068067687,280.0,4.57035736669023e+20,9.372221975266694e-22,564408.0826277412,0.606494450573726,1,1,1,1.3173884699646437e+22,0.00014739356848116316,2.3357241811651558e+21,4998359360349171.0
400.40040040040043,2794.8439926074097,0.0500000006895076,280.0,4.5475398537102977e+20,9.371141656723226e-22,564343.0243609444,0.6054313630143222,1,1,1,1.317382515890399e+22,0.00014739363509738544,2.3309654680869195e+21,4997807104167994.0
500.50050050050055,2793.554990759262,0.050000000698452896,280.0,4.524836257183024e+20,9.370060964427175e-22,564277.9435862536,0.6043701306771562,1,1,1,1.3173765737242987e+22,0.0001473937015807055,2.3262067381892976e+21,4997252138342247.0
600.6006006006006,2792.2659889111146,0.05000000070751424,280.0,4.502246008380421e+20,9.368979898076694e-22,564212.8402854912,0.6033107502967973,1,1,1,1.317370643442527e+22,0.0001473937679313879,2.321448013398398e+21,4996694449886274.0
700.7007007007007,2790.976987062967,0.050000000716693145,280.0,4.4797685414138806e+20,9.367898457369548e-22,564147.714440456,0.6022532186134676,1,1,1,1.3173647250213147e+22,0.0001473938341496965,2.3166893156250267e+21,4996134025755298.0
800.8008008008009,2789.6879852148195,0.050000000725991124,280.0,4.45740329321999e+20,9.366816642003112e-22,564082.5660329238,0.6011975323730328,1,1,1,1.317358818436941e+22,0.00014739390023589478,2.3119306667643537e+21,4995570852845183.0
900.900900900901,2788.398983366672,0.050000000735409736,280.0,4.4351497035464344e+20,9.36573445167439e-22,564017.3950446475,0.600143688326991,1,1,1,1.3173529236657322e+22,0.00014739396619024568,2.3071720886955803e+21,4995004917992196.0
1001.0010010010011,2787.1099815185244,0.05000000074495054,280.0,4.413007214937957e+20,9.364651886079988e-22,563952.2014573566,0.5990916832324635,1,1,1,1.317347040684062e+22,0.00014739403201301162,2.3024136032816092e+21,4994436207972769.0
1101.1011011011012,2785.820979670377,0.05000000075461512,280.0,4.3909752727223966e+20,9.363568944916134e-22,563886.9852527572,0.5980415138521844,1,1,1,1.3173411694683512e+22,0.0001473940977044544,2.297655232368716e+21,4993864709503260.0
1201.2012012012012,2784.5319778222292,0.050000000764405084,280.0,4.369053324996795e+20,9.362485627878667e-22,563821.7464125325,0.5969931769544906,1,1,1,1.317335309995068e+22,0.00014739416326483543,2.2928969977862226e+21,4993290409239712.0
1301.3013013013015,2783.2429759740817,0.05000000077432206,280.0,4.347240822613568e+20,9.361401934663037e-22,563756.4849183421,0.5959466693133119,1,1,1,1.3173294622407276e+22,0.00014739422869441558,2.2881389213461717e+21,4992713293777612.0
1401.4014014014015,2781.953974125934,0.05000000078436769,280.0,4.325537219166753e+20,9.360317864964306e-22,563691.2007518221,0.5949019877081602,1,1,1,1.317323626181892e+22,0.00014739429399345514,2.2833810248430039e+21,4992133349651652.0
1501.5015015015017,2780.6649722777865,0.05000000079454365,280.0,4.3039419709783186e+20,9.359233418477149e-22,563625.8938945854,0.5938591289241211,1,1,1,1.3173178017951701e+22,0.00014739435916221393,2.2786233300532372e+21,4991550563335486.0
1601.6016016016017,2779.375970429639,0.05000000080485162,280.0,4.2824545370845466e+20,9.358148594895854e-22,563560.5643282218,0.5928180897518429,1,1,1,1.317311989057218e+22,0.00014739442420095127,2.273865858735147e+21,4990964921241487.0
