object_id,a_initial_AU,e_initial,i_initial_deg,a_scattered_AU,e_scattered,i_scattered_deg,perihelion_AU,aphelion_AU,v_infinity_km_s,v_esc_mut_km_s,impact_velocity_km_s,focusing_factor,collision_radius_m,encounter_miss_distance_m,contact_angle_deg,inferred_impact_age_Ga,importance_weight
59,24.996394217719686,0.18021780648636632,11.506225830086745,2.181798843781161,0.9236503448993841,21.974666308659877,0.16657958922161412,4.197018098340708,29.259241058216585,9.55,30.778331457420286,1.1065321346219206,6701771.564240864,5778361.706164085,59.56609439946879,4.0173448544358,1.8968162698967953e-24
422,28.96728077104171,0.047261871362784535,6.288960110289608,4.49682000271198,0.9056641781261441,16.85097340649264,0.4242112107746296,8.56942879464933,43.42749990033037,9.55,44.46515768096627,1.0483589750121076,6523228.835083851,5617553.752094545,59.447251105576285,4.239042433609623,1.4082285665840548e-12
1615,24.586882963791215,0.03199729722664127,4.172267519386738,4.854121622906347,0.9189142946818606,12.230759859137507,0.3935998754933927,9.314643370319303,45.88015839794592,9.55,46.863540568555074,1.0433268310821016,6507554.188732518,604330.4195079023,5.328506630120815,4.085581695355763,3.695154889656188e-13
1865,22.619094129196426,0.12636532733929573,1.9878988225065268,3.7525442462029486,0.9928812287729134,14.76574448725532,0.02671350400823891,7.4783749883976585,61.42289168944773,9.55,62.16087293059539,1.024173872447531,6447546.0296321325,2311112.3454589467,21.004935468470745,4.0025203259246505,3.801961525890349e-33
2212,19.260042060285993,0.11312755902143173,19.33118706770698,3.866106971989915,0.7417693395786711,20.09648141588393,0.9983473566364599,6.73386658734337,53.71658375277599,9.55,54.55890275719442,1.0316074874095247,6470902.376551869,4266874.708169959,41.253678115781,4.0631027955145775,1.0
2580,38.71168591570002,0.1130284674114177,12.16029924700049,2.0630881619931545,0.5485222893979103,20.438030800385377,0.9314383201469426,3.1947380038393662,22.606146448091277,9.55,24.54058591868886,1.17846525205372,6916175.3528836295,5432149.287151475,51.760166766485355,4.144698972262243,0.7530163392564975
3827,22.980767082093884,0.10637408525646531,12.314936504477743,11.212068812998917,0.9407902181851391,9.622838310699937,0.6638641481108725,21.76027347788696,59.71673939885466,9.55,60.47554435001573,1.0255749368312688,6451954.626667711,4629390.807648655,45.84990494452965,4.110835027214898,0.000160760124695129
5562,31.158720996093493,0.05402276353839722,12.956738244129456,10.077640041600104,0.999999,14.129851747629695,1.0077640041889893e-05,20.155270005560165,70.30141386191146,9.55,70.9471020619148,1.0184534946979182,6429514.890330678,2670346.2894902425,24.53986348944341,3.9521286403820377,2.3455419347531386e-35
5964,24.080670345333456,0.12767399183388733,6.93258334728128,3.1526548578911293,0.6892586947203585,3.480907135725664,0.9796600856372922,5.325649630144967,30.322114645569982,9.55,31.790456690319655,1.0991945410252324,6679514.339334406,3389798.798577,30.496904182590463,4.0391892570383,0.8596836022305108
5995,27.771367118853828,0.2545037618924169,8.262933322594245,2.779048425079775,0.999999,1.581129187508811,2.7790484251596884e-06,5.558094071111125,45.50753552277036,9.55,46.4987987947668,1.0440392698164496,6509775.660631619,6106151.3201253945,69.71788681352429,4.042547095596556,1.0242918023633394e-34
6105,17.603501620225938,0.2057190432251297,6.178204112522047,186.4815526180294,0.999999,17.397457677677938,0.00018648155262339182,372.9629187545062,69.31818351475994,9.55,69.97294524161417,1.0189807074826032,6431178.82682832,3559148.6303421194,33.602017490487235,4.1005155021319135,1.3314452893953547e-34
6360,34.07614582465522,0.17900350133981982,6.0361784118139985,5.145233001254097,0.8725114159462024,5.511361345212026,0.6559584699567562,9.634507532551439,22.57292225910117,9.55,24.509984074156904,1.1789909905284819,6917717.90750284,5598808.824643666,54.03182219514218,4.078532433706351,0.0001182011158303692
6818,34.77468106872066,0.10762709202442791,4.425912831053065,11.324792819520901,0.999999,14.888480255963184,1.1324792819846553e-05,22.64957431424898,70.26306875532698,9.55,70.90910612125785,1.0184736416774176,6429578.4841347905,2755394.3020841805,25.375559284704277,4.140956579631563,1.1358399316891605e-34
8507,39.83108386874508,0.09774101183653999,4.4783609438480765,25.74241823510189,0.999999,6.843167668708724,2.574241823584213e-05,51.48481072778554,62.725973964384366,9.55,63.44880069615678,1.0231799191188593,6444416.621808644,5806773.406120408,64.29708219155172,4.107558143086662,1.297997334681537e-34
8834,31.94261323718278,0.13659305953567372,11.560131942555207,3.4281041766947826,0.8670807906995828,16.27996653612586,0.4556608965657283,6.400547456823837,67.37260751125231,9.55,68.04609278177,1.0200927800861679,6434687.228637419,6353584.380170873,80.89354858126543,4.081730141998905,9.477062967254325e-11
9951,37.11293879088591,0.015913201903732632,6.720115717756877,1.7541824916205144,0.6297498560033263,2.0822517883481337,0.6494863201189393,2.8588786631220895,26.33179606994183,9.55,28.010105038521438,1.1315363471962365,6777068.253392952,938988.7256924006,7.96417094580807,4.02878045514988,5.56927070351863e-05
10329,16.84503182032275,0.18883510281037805,1.5061259636069844,4.068198036334543,0.940732875298556,8.33300012042158,0.24111040032960906,7.895285672339477,10.877505281331134,9.55,14.47489623953784,1.7708114149742482,8478006.818380529,7948489.1392472405,69.64281407642916,4.165387957946572,3.940580890255312e-20
10395,27.398222225339577,0.08220337051877293,2.9893060547825363,3.1857298958773965,0.7397851967257565,11.438890187476828,0.828974078140613,5.54248571361418,12.359798638970648,9.55,15.619446929898022,1.5970132257692624,8051223.10622593,6929549.413966167,59.39333662854845,4.084555471847314,0.17201196100751154
10413,15.688378724585611,0.07505253456998937,2.256475708253627,8.743003497402581,0.999999,19.913490109284126,8.743003497653992e-06,17.485998251801664,50.59670987351591,9.55,51.490091765549835,1.0356256001275919,6483492.216359059,2435868.0362294917,22.067774530052034,4.150830509881467,1.0755853039121806e-34
11386,44.02748218323663,0.06512213513369032,4.1427587496359015,3.170845765538848,0.7216478101158805,7.2798421417448225,0.8826118626225256,5.45907966845517,41.61327125636025,9.55,42.69504473185873,1.052667539342417,6536619.731502061,4069687.1297119064,38.50611189252518,4.103246091685782,0.3865084693032846
11682,20.445634120687195,0.06601907848051815,7.93802210315822,9.080229414761877,0.8941946190676516,1.2100909402332443,0.9607371321819952,17.199721697341758,17.82470738507796,9.55,20.22183704225837,1.287052890892624,7227794.600660963,6175173.853675427,58.68963994086143,4.038307430543653,0.913961151428062
