object_id,a_initial_AU,e_initial,i_initial_deg,a_scattered_AU,e_scattered,i_scattered_deg,perihelion_AU,aphelion_AU,v_infinity_km_s,v_esc_mut_km_s,impact_velocity_km_s,focusing_factor,collision_radius_m,encounter_miss_distance_m,contact_angle_deg,inferred_impact_age_Ga,importance_weight
241,18.038838917283268,0.06698466674685077,4.271051803295785,6.513675103647413,0.999999,8.242942597522685,6.513675103834719e-06,13.027343693619722,18.90970233021195,9.55,21.18441271825167,1.2550570653135185,7137388.578155828,5190569.492086666,46.65521767570268,3.9077820841430952,8.763818436371861e-36
282,30.31764989832181,0.12070279183728619,10.173123263482886,3.673460378255928,0.999999,9.883267097509322,3.673460378361561e-06,7.346917083051477,64.08651554405128,9.55,64.79416620790738,1.0222061579650967,6441349.3135982435,5829449.172743143,64.82386944080187,4.005843488366446,6.400095980388909e-35
1048,17.6358622587859,0.055298575619442396,7.953279869347447,3.363826464818071,0.7188617711939355,21.227245560197396,0.9457002143299181,5.781952715306224,65.58582659451204,9.55,66.27747090894012,1.021202484300029,6438186.252823563,4244697.268970893,41.24652133634297,4.096975292366704,0.8614208205843892
2339,23.61744162004394,0.17241146304255442,13.41083688297512,4.24274634539024,0.999999,3.756240120489906,4.242746345512243e-06,8.485488448034134,65.25513558987491,9.55,65.95024807271737,1.0214179228752278,6438865.334860731,4356421.075456788,42.57713073670079,4.030971931133338,8.810885123826079e-35
2669,21.535676812754314,0.04669896812831475,1.0162300847698191,69.30156038802154,0.999999,15.948096138971428,6.930156039001436e-05,138.6030514744827,49.44259328213823,9.55,50.3564547050618,1.0373081968867663,6488756.993291641,1884563.2924886874,16.884011287555555,4.200917170545426,5.919189716733073e-35
4113,18.556176363127886,0.13710729736998867,9.724164636383566,2.5495512575457258,0.777754543071959,9.661620848499542,0.5666261841947113,4.53247633089674,33.22868075170644,9.55,34.57380112887251,1.082600094603857,6628902.562757775,6540672.617889198,80.64146870270224,4.110386133801303,4.840725158849745e-07
4184,25.8912940345923,0.10527722797509653,0.7515173874875168,15.917899126690193,0.999999,3.227997599690322,1.5917899127147922e-05,31.835782335481255,70.82616566214413,9.55,71.46711301292005,1.018181063404202,6428654.901032936,2753349.539551771,25.359294555623563,4.114095985529653,1.2570725338489452e-34
5151,23.345162833222723,0.09660655727893686,4.952835065814241,4.385300610808539,0.7820934454169685,5.916638748755877,0.9555857469121525,7.815015474704925,58.17976174280627,9.55,58.958351201926476,1.0269440494190365,6456259.775830349,1694015.2762041385,15.211530732803688,3.9970763585421274,0.40892934437528783
6422,42.4659336575029,0.04770041880071002,4.144043581328468,17.585804561828347,0.999999,22.171350415119278,1.7585804562334038e-05,35.17159153785213,66.62573371140168,9.55,67.30669277703821,1.0205457847451,6436115.833860271,5084903.149226648,52.19090799150105,4.196553284728993,6.178967183308686e-35
6977,21.24013857080167,0.1855527006239279,7.412417400766621,2.9337875836154903,0.8652443320543719,2.8882845538296085,0.39534450544069566,5.472230661790285,11.597764305223471,9.55,15.023669221582178,1.6780444820352671,8252952.387348569,6600538.313248241,53.10900712501998,4.213920422571128,2.547480110473214e-13
7427,40.60301180560178,0.20069007450740636,2.0992671189072336,4.764623087894494,0.8951516215642916,14.09013866430338,0.4995630046230753,9.029683171165912,64.59110620292935,9.55,65.29328832673461,1.0218605607676188,6440260.345173659,4347312.101387227,42.455794536568455,4.032263277945728,2.415577415178257e-09
7480,16.283268941475804,0.17228654134283705,3.430290108858554,2.130621389609068,0.5235912756990299,9.355450509347596,1.0150466181920166,3.2461961610261203,50.561804093216985,9.55,51.45579202733987,1.0356748059910883,6483646.24018946,5316381.295567477,55.08157288610612,4.195279807769116,0.5320800922968298
8360,39.413731874789484,0.11962379786270942,13.732048603953706,2.536346899305559,0.7374125129904492,8.408266537646583,0.6660129584731129,4.406680840138005,19.917994946730012,9.55,22.089115480207944,1.2298875794332378,7065457.898788592,2102532.294668591,17.312253515200297,4.028026815720647,0.00014316666545286557
9685,18.425125244597847,0.055684426821126,17.72140126639227,2.352993081960252,0.5947754242642322,29.604227226951767,0.9534906233465398,3.7524955405739644,56.03508281952257,9.55,56.843055922344234,1.0290460250023257,6462863.817791724,5949614.184503114,67.01172573600172,4.17979524457936,0.5616396526617795
10426,25.076562038894874,0.06698789475308427,7.209545181503305,7.000614820224838,0.9717459270588165,0.7638149895741666,0.19779588176376306,13.803433758685912,22.435971249884037,9.55,24.383914901541615,1.181182811082321,6924145.164365217,4490243.192096728,40.427897540083336,4.124989852478196,1.7500008801003277e-22
11285,16.136161237255173,0.08401155114232775,5.420381921047198,8.580202156999816,0.9137814064600516,21.770254102701994,0.7397729622649559,16.420631351734677,57.80356390228983,9.55,58.5871530269743,1.027295905847656,6457365.718241933,3575264.2472818065,33.61931171029572,4.0180239888529705,0.0032547433158081336
12112,16.40736380834381,0.1050683763826201,14.186818506465253,2.8105144583979023,0.999999,18.193566263208364,2.8105144584787203e-06,5.621026106281346,42.999082831915494,9.55,44.046834442283476,1.0493274152137184,6526241.113763938,4144991.227890536,39.42939636361306,4.048712794584062,1.0691823641000834e-34
12149,15.518050887781781,0.23567202488338837,9.087073585033547,6.953013517734793,0.9074057903311218,32.36552465976612,0.6438087914916799,13.262218243977905,35.402486571706426,9.55,36.667949976237466,1.0727677940825995,6598731.6689023385,5915586.497472703,63.698297047382646,4.3294095379353115,9.260329100830574e-07
12425,32.6223327122532,0.0774088119870344,0.9597629329207685,4.317653303387248,0.9046800930097064,11.300099299875328,0.41155831129520626,8.22374829547929,68.66494071404436,9.55,69.32587239453412,1.0193435706636893,6432323.809394027,6399109.271036287,84.1748803758094,4.247134489928727,3.5627646060728636e-13
12777,24.205363704351036,0.125031299512358,0.6350944217373119,4.67186761178122,0.999999,5.508975549969703,4.671867611915563e-06,9.343730551694827,29.766614062761725,9.55,31.261059047342016,1.1029313976362891,6690858.650254481,4698037.593036258,44.60036999645775,4.1063777259438,1.37620217599369e-34
13635,15.49170681834902,0.1599076041831864,1.5222374282072837,4.078432254163156,0.9486337341033478,16.176704709927765,0.20949383560882712,7.947370672717485,57.31019077812024,9.55,58.10043431011973,1.02776789988353,6458848.975444187,5345037.716345293,55.84815272320495,4.042975593164987,5.316495913119635e-22
