particle,time_yr,distance_au,relative_speed_km_s,collided
injected_000000,465.0100748220313,0.8184448847863105,29.057830504441345,False
injected_000001,390.5157610174046,1.7159849066252504,32.434132559579844,False
injected_000002,305.0075903719391,1.7381395618330466,46.883673094446735,False
injected_000003,387.5002823145065,0.28615699074480716,14.92327499460628,False
injected_000004,267.0073750165487,0.47797141528762244,18.37587848100485,False
injected_000005,135.0112444794347,0.3039339369284997,23.33128494339994,False
injected_000006,121.0049167186408,0.8656213242509899,13.05959595328695,False
injected_000007,194.5040326254079,0.6500631380891095,38.6398800545564,False
injected_000008,72.00593809743205,0.7994423544413027,13.5740003311003,False
injected_000009,340.51159840581437,1.148490996178225,23.600607353787126,False
injected_000010,223.50249738863135,0.8689986736053616,12.419647188445602,False
injected_000011,359.0145785995537,0.7425669919482915,21.580151402565978,False
injected_000012,350.01202273688256,0.288738352038103,24.17819871885698,False
injected_000013,47.50266288782664,0.5827623354226266,19.19872278389404,False
injected_000014,135.50019927448525,0.2833296656743244,21.37070870931255,False
injected_000015,364.01473470805934,0.5551250119472229,10.248683657019392,False
injected_000016,131.51444097809826,1.170754859752334,18.486961856921756,False
injected_000017,485.00301082240173,0.33114319444788326,18.328539409882367,False
injected_000018,229.51193376818097,1.1374538068475484,24.67216185450655,False
injected_000019,286.5113853812427,1.3452316328216365,30.96478099456482,False
injected_000020,388.50836677564257,1.1928312992324774,32.108559067855055,False
injected_000021,319.5036003751131,1.0497767651871628,28.77657502025558,False
injected_000022,221.51328136220116,0.6935780619587131,24.778734078518095,False
injected_000023,439.50802242719465,0.4952288668912573,8.113325843442654,False
injected_000024,322.014530069609,1.352739491022911,48.72214626291227,False
injected_000025,168.51170491828364,1.2532272057180451,6.761345243171334,False
injected_000026,184.5155506554635,1.3667547176306467,23.364371875657433,False
injected_000027,120.50207603409156,1.4672052969523226,10.464904906538475,False
injected_000028,10.507894716017393,0.5154443958335753,29.43238803415928,False
injected_000029,462.0090840087398,0.2692651345646944,21.597543405690015,False
injected_000030,140.01324393899068,0.4279889163866543,11.426050193813495,False
injected_000031,434.5023324108905,0.6199806000318474,22.77116568256228,False
injected_000032,197.00901832175967,0.09097335227823121,22.1007203150956,False
injected_000033,18.002424455392788,1.1821688155298373,24.27129947582144,False
injected_000034,48.016703973542064,0.7598589762599246,20.408651284933594,False
injected_000035,457.0062623760059,1.63675327469564,9.09937467991977,False
injected_000036,104.51161256198594,0.6763809534579813,5.942605476211066,False
injected_000037,428.5049124246301,0.6513315537428639,20.761289413163205,False
injected_000038,10.507894716017393,0.8302542043698551,23.48246941514122,False
injected_000039,301.01558775293194,1.0756626949683288,22.467029640906805,False
injected_000040,249.50198419916768,1.336143850285509,27.707370927817497,False
injected_000041,352.5005673870726,0.8250648382347353,7.016105872202481,False
injected_000042,18.516010843447496,1.003397755582527,25.204177337090023,False
injected_000043,69.50155850172375,1.0882620881278282,27.108434258168437,False
injected_000044,290.0039890831538,1.082195154522353,17.026840187712278,False
injected_000045,316.50663870760013,0.3193519841522775,16.461034643047665,False
injected_000046,309.5006911412243,1.3026092288457187,29.650465567901122,False
injected_000047,301.01558775293194,0.7606578997341035,5.0555175843303415,False
injected_000048,33.01440528857169,1.5349535555722658,26.934217320733755,False
injected_000049,2.0117047182861727,1.1473367330534578,25.619866755134158,False
injected_000050,281.50782975159274,1.312255770150944,24.47599032220357,False
injected_000051,248.51589478435938,0.7433674267925386,4.012449918029028,False
injected_000052,288.01381299070124,1.3935111606208825,13.350502433540267,False
injected_000053,208.50905279335214,1.5747086501676897,14.959023266221703,False
injected_000054,73.50682779980043,0.513572304201741,28.259330935263648,False
injected_000055,462.506014177647,1.359776213963389,33.07754909834769,False
injected_000056,316.0096178849495,1.038884881985504,9.481258445313008,False
injected_000057,91.01446908412477,0.5614100619845034,31.522113379837773,False
injected_000058,56.015464268946104,0.9357423102755177,23.22429931716957,False
injected_000059,16.51128332459646,0.27522796721378834,17.176094646238173,False
injected_000060,159.0061446814745,0.46274758162006807,17.3135406736984,False
injected_000061,377.00395849727994,1.8667736315444892,20.000955949774177,False
injected_000062,283.01059103987586,0.7060986006178136,2.4937875502152154,False
injected_000063,14.508054784420342,0.9313613472934206,13.184168550363253,False
injected_000064,499.5058196964429,0.6619722750079042,4.960175674702996,False
injected_000065,260.0037767493095,1.023545615748748,29.72504886133378,False
injected_000066,487.00083901404105,0.6001498900731933,18.530897417049474,False
injected_000067,95.50724739829681,0.949257774589421,39.08709768951567,False
injected_000068,304.0114770729157,1.2983731121915636,24.16770502822774,False
injected_000069,378.5033196671411,0.9899903665621889,13.964536485781425,False
injected_000070,272.50622195026784,1.061076922289379,17.219770061013257,False
injected_000071,133.0013055880615,0.8243832447968727,20.17500633195873,False
injected_000072,157.015645521502,1.354157288008689,22.638709713521695,False
injected_000073,121.0049167186408,1.6793269901572534,51.526941009842766,False
injected_000074,409.51244645309316,1.3385147759871983,26.246600880671366,False
injected_000075,200.51055787593052,1.4234426992297422,8.783488849188897,False
injected_000076,172.5017247028889,0.9728477303436522,9.481633765076094,False
injected_000077,332.0154842045268,0.37908557922764624,9.880253419900695,False
injected_000078,206.51140743698468,0.691026736401046,23.254370281519773,False
injected_000079,111.00246714880167,0.357723275059572,14.417736103265185,False
injected_000080,296.0004099517646,0.6455790495121463,8.050515089549046,False
injected_000081,278.0112064429919,0.12417746060708623,13.925902801628302,False
injected_000082,152.00101199208234,0.8666073262219122,5.854571992351365,False
injected_000083,346.0108821637229,0.469229385659541,22.44110179710827,False
injected_000084,56.51248143534664,0.8922887423865586,45.944296256628625,False
injected_000085,312.0013615437338,0.5544989654921642,16.70964932715361,False
injected_000086,390.5157610174046,0.4798856212183262,12.951835135181694,False
injected_000087,451.0121843356348,0.46135772296933464,11.031378688065526,False
injected_000088,497.50298217635674,0.35468768879347795,18.150293878362216,False
injected_000089,324.0161863677011,2.3510337337887237,63.44284944847532,False
injected_000090,410.0092438054748,1.3784476088533137,29.249383920392685,False
injected_000091,460.5027143879206,1.661225876985605,53.64498279681051,False
