particle,time_yr,distance_au,relative_speed_km_s,collided
tp_000000,0.6000000000000002,26.835544189739192,24.01762381347838,False
tp_000001,0.21999999999999997,24.250929036588,23.929719783066165,False
tp_000002,1.0000000000000004,27.57658295788668,24.726655367672237,False
tp_000003,1.9000000000000012,26.9646886296483,24.864387213728993,False
tp_000004,0.9000000000000005,22.30378571321208,24.061586617123602,False
tp_000005,1.3000000000000007,23.296227693580047,23.576845503484535,False
tp_000006,1.0000000000000004,28.334687815926006,24.818855706930915,False
tp_000007,0.6000000000000002,28.950979369190826,23.9755045657349,False
tp_000008,1.1000000000000005,26.060313214368346,24.669803127746896,False
tp_000009,1.600000000000001,23.357307833479783,23.3727181134498,False
tp_000010,0.4000000000000001,25.80335349498446,23.71033821207251,False
tp_000011,1.600000000000001,28.14043438795627,24.116591468600834,False
tp_000012,0.1,28.774190955430157,24.88408397747346,False
tp_000013,1.600000000000001,20.787400949646507,23.012163353355177,False
tp_000014,0.21999999999999997,23.348757547617396,23.8271282275958,False
tp_000015,1.700000000000001,22.6611626566215,23.546709127296584,False
tp_000016,1.0000000000000004,20.669096003509715,23.982141208360822,False
tp_000017,1.9000000000000012,22.515433124198527,24.079434925230057,False
tp_000018,1.2000000000000006,27.285814469656298,24.52334445901001,False
tp_000019,0.5000000000000001,27.878585545502723,23.851624010884834,False
tp_000020,1.0000000000000004,26.95022129990038,24.943210982235367,False
tp_000021,0.8000000000000004,26.815875540667395,24.421377937559935,False
tp_000022,1.8000000000000012,27.40226857745122,24.44649336025166,False
tp_000023,0.9000000000000005,28.417868568822765,24.760587656023286,False
tp_000024,2.0000000000000013,21.951815186240776,24.11343361940747,False
tp_000025,1.0000000000000004,22.79413468338932,24.18948362289482,False
tp_000026,2.0000000000000013,24.9985711379663,24.726969315700817,False
tp_000027,1.2000000000000006,22.919370649010837,23.857205250988088,False
tp_000028,1.3000000000000007,27.04769093294331,23.987855547966863,False
tp_000029,1.700000000000001,21.867651661378,23.640464136802592,False
tp_000030,0.21999999999999997,24.69219394099068,24.04323413183303,False
tp_000031,0.7000000000000003,22.847872027458838,23.5601434005868,False
