time_s,temperature_K,pressure_Pa,quench_active,NH3_mol,N2_mol,H2_mol,CO2_mol,CO_mol,H2O_mol,Fe_mol,FeO_mol,CN_mol,HCN_mol,H2S_mol,HS_mol,cumulative_H2_from_NH3_mol,cumulative_H2_from_Fe_H2O_mol,cumulative_N2_from_NH3_mol
0.0,2800.0,298875739.68200165,0,7.897586215805506e+22,0.0,0.0,9.997841375157636e+19,0.0,5.550843506179199e+22,1.0027755394395202e+20,0.0,0.0,0.0,9.976262363963394e+16,0.0,0.0,0.0,0.0
3158918918.918919,2797.4219963037053,298782973.49479043,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0073509820337922e+23,9.993480205959312e+19,4.361169198324377e+16,5.546756110993297e+22,5.935999039295501e+19,4.0917563550997004e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,4.087395185901376e+19,3.3564741417173403e+22
6317837837.837838,2794.8439926074107,298690208.2638366,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0075123373710287e+23,9.991363323509522e+19,6.478051648114812e+16,5.545142557620933e+22,4.3203287844818e+19,5.707426609913401e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,5.700948558265287e+19,3.3564741417173403e+22
9476756756.756758,2792.265988911116,298597444.4109573,0,1.1846379323708259e+22,3.3564741417173403e+22,1.007629740577191e+23,9.989822776793155e+19,8.018598364481482e+16,5.54396852555931e+22,3.1447561761423004e+19,6.882999218252901e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,6.87498061988842e+19,3.3564741417173403e+22
12635675675.675676,2789.6879852148213,298504682.3577401,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0077151799747831e+23,9.988701501134917e+19,9.139874022719104e+16,5.543114131583389e+22,2.2892409245628965e+19,7.738514469832306e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,7.729374595809586e+19,3.3564741417173403e+22
15794594594.594597,2787.1099815185266,298411922.5255379,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0077773664247146e+23,9.987885307629547e+19,9.956067528089526e+16,5.542492267084074e+22,1.6665602317427798e+19,8.361195162652421e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,8.351239095124332e+19,3.3564741417173403e+22
18953513513.513515,2784.531977822232,298319165.3354621,0,1.1846379323708259e+22,3.3564741417173403e+22,1.007822632886858e+23,9.987291145003427e+19,1.0550230154209062e+17,5.542039602462641e+22,1.2133014476835164e+19,8.814453946711684e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,8.803903716557475e+19,3.3564741417173403e+22
22112432432.432434,2781.9539741259373,298226411.2083767,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0078555854183316e+23,9.98685859091404e+19,1.0982784243596534e+17,5.541710077147903e+22,8.833435788565345e+18,9.144411815538665e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,9.13342903129507e+19,3.3564741417173403e+22
25271351351.351353,2779.3759704296426,298133660.564892,0,1.1846379323708259e+22,3.3564741417173403e+22,1.007879575067711e+23,9.986543676759694e+19,1.1297698397942656e+17,5.541470180654109e+22,6.431321709083356e+18,9.384623223486865e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,9.373325525088923e+19,3.3564741417173403e+22
28430270270.27027,2776.797966733348,298040913.8253588,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0078970403527541e+23,9.986314402091434e+19,1.1526973066202248e+17,5.5412955278036775e+22,4.682500458084068e+18,9.559505348586794e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,9.547978375520592e+19,3.3564741417173403e+22
